employee_id,date,event_type,value,absence_type,age,gender,department,job_level,salary,hire_date,left_company
2,2023-08-06,absence,1,sick,49,d,Sales,3,55556,2026-05-11 16:24:41.007228,1
2,2024-10-30,absence,13,vacation,49,d,Sales,3,55556,2026-05-11 16:24:41.007228,1
2,2024-09-27,absence,6,vacation,49,d,Sales,3,55556,2026-05-11 16:24:41.007228,1
2,2024-08-02,absence,1,vacation,49,d,Sales,3,55556,2026-05-11 16:24:41.007228,1
2,2024-09-08,absence,10,vacation,49,d,Sales,3,55556,2026-05-11 16:24:41.007228,1
2,2024-10-22,absence,1,sick,49,d,Sales,3,55556,2026-05-11 16:24:41.007228,1
3,2022-09-09,absence,14,vacation,54,f,Production,5,65372,2017-05-13 16:24:41.007228,0
3,2022-07-07,absence,6,vacation,54,f,Production,5,65372,2017-05-13 16:24:41.007228,0
3,2022-02-10,absence,1,vacation,54,f,Production,5,65372,2017-05-13 16:24:41.007228,0
3,2022-06-06,absence,9,vacation,54,f,Production,5,65372,2017-05-13 16:24:41.007228,0
3,2022-03-04,absence,1,sick,54,f,Production,5,65372,2017-05-13 16:24:41.007228,0
3,2022-05-19,absence,1,sick,54,f,Production,5,65372,2017-05-13 16:24:41.007228,0
3,2022-03-22,absence,1,sick,54,f,Production,5,65372,2017-05-13 16:24:41.007228,0
3,2022-06-12,absence,1,sick,54,f,Production,5,65372,2017-05-13 16:24:41.007228,0
3,2022-10-16,absence,4,sick,54,f,Production,5,65372,2017-05-13 16:24:41.007228,0
3,2022-09-18,absence,2,sick,54,f,Production,5,65372,2017-05-13 16:24:41.007228,0
3,2023-11-24,absence,13,vacation,54,f,Production,5,65372,2017-05-13 16:24:41.007228,0
3,2023-09-25,absence,7,vacation,54,f,Production,5,65372,2017-05-13 16:24:41.007228,0
3,2023-02-02,absence,1,vacation,54,f,Production,5,65372,2017-05-13 16:24:41.007228,0
3,2023-02-17,absence,9,vacation,54,f,Production,5,65372,2017-05-13 16:24:41.007228,0
3,2023-08-04,absence,2,sick,54,f,Production,5,65372,2017-05-13 16:24:41.007228,0
3,2023-10-20,absence,1,sick,54,f,Production,5,65372,2017-05-13 16:24:41.007228,0
3,2024-08-14,absence,12,vacation,54,f,Production,5,65372,2017-05-13 16:24:41.007228,0
3,2024-04-10,absence,7,vacation,54,f,Production,5,65372,2017-05-13 16:24:41.007228,0
3,2024-05-10,absence,1,vacation,54,f,Production,5,65372,2017-05-13 16:24:41.007228,0
3,2024-09-13,absence,10,vacation,54,f,Production,5,65372,2017-05-13 16:24:41.007228,0
3,2024-01-15,absence,3,sick,54,f,Production,5,65372,2017-05-13 16:24:41.007228,0
3,2024-12-11,absence,1,sick,54,f,Production,5,65372,2017-05-13 16:24:41.007228,0
3,2024-02-11,absence,3,sick,54,f,Production,5,65372,2017-05-13 16:24:41.007228,0
4,2022-08-10,absence,10,vacation,59,f,Production,1,40458,2019-05-13 16:24:41.007228,1
4,2022-08-19,absence,5,vacation,59,f,Production,1,40458,2019-05-13 16:24:41.007228,1
4,2022-08-25,absence,2,vacation,59,f,Production,1,40458,2019-05-13 16:24:41.007228,1
4,2022-05-23,absence,13,vacation,59,f,Production,1,40458,2019-05-13 16:24:41.007228,1
4,2022-11-23,absence,4,sick,59,f,Production,1,40458,2019-05-13 16:24:41.007228,1
4,2022-07-06,absence,1,sick,59,f,Production,1,40458,2019-05-13 16:24:41.007228,1
4,2022-08-31,absence,2,sick,59,f,Production,1,40458,2019-05-13 16:24:41.007228,1
4,2023-05-14,absence,14,vacation,59,f,Production,1,40458,2019-05-13 16:24:41.007228,1
4,2023-10-11,absence,6,vacation,59,f,Production,1,40458,2019-05-13 16:24:41.007228,1
4,2023-01-28,absence,1,vacation,59,f,Production,1,40458,2019-05-13 16:24:41.007228,1
4,2023-04-18,absence,9,vacation,59,f,Production,1,40458,2019-05-13 16:24:41.007228,1
4,2023-11-27,absence,2,sick,59,f,Production,1,40458,2019-05-13 16:24:41.007228,1
4,2023-05-08,absence,1,sick,59,f,Production,1,40458,2019-05-13 16:24:41.007228,1
4,2024-10-09,absence,10,vacation,59,f,Production,1,40458,2019-05-13 16:24:41.007228,1
4,2024-04-30,absence,5,vacation,59,f,Production,1,40458,2019-05-13 16:24:41.007228,1
4,2024-04-25,absence,1,vacation,59,f,Production,1,40458,2019-05-13 16:24:41.007228,1
4,2024-08-20,absence,14,vacation,59,f,Production,1,40458,2019-05-13 16:24:41.007228,1
4,2024-05-16,absence,2,sick,59,f,Production,1,40458,2019-05-13 16:24:41.007228,1
4,2024-11-13,absence,1,sick,59,f,Production,1,40458,2019-05-13 16:24:41.007228,1
5,2022-06-09,absence,13,vacation,35,m,Logistics,1,38091,2009-05-15 16:24:41.007228,0
5,2022-04-06,absence,7,vacation,35,m,Logistics,1,38091,2009-05-15 16:24:41.007228,0
5,2022-08-21,absence,1,vacation,35,m,Logistics,1,38091,2009-05-15 16:24:41.007228,0
5,2022-06-29,absence,9,vacation,35,m,Logistics,1,38091,2009-05-15 16:24:41.007228,0
5,2022-02-21,absence,1,sick,35,m,Logistics,1,38091,2009-05-15 16:24:41.007228,0
5,2022-09-25,absence,2,sick,35,m,Logistics,1,38091,2009-05-15 16:24:41.007228,0
5,2023-03-22,absence,10,vacation,35,m,Logistics,1,38091,2009-05-15 16:24:41.007228,0
5,2023-07-06,absence,5,vacation,35,m,Logistics,1,38091,2009-05-15 16:24:41.007228,0
5,2023-04-23,absence,1,vacation,35,m,Logistics,1,38091,2009-05-15 16:24:41.007228,0
5,2023-01-02,absence,14,vacation,35,m,Logistics,1,38091,2009-05-15 16:24:41.007228,0
5,2023-08-12,absence,5,sick,35,m,Logistics,1,38091,2009-05-15 16:24:41.007228,0
5,2024-08-05,absence,11,vacation,35,m,Logistics,1,38091,2009-05-15 16:24:41.007228,0
5,2024-06-08,absence,5,vacation,35,m,Logistics,1,38091,2009-05-15 16:24:41.007228,0
5,2024-07-16,absence,2,vacation,35,m,Logistics,1,38091,2009-05-15 16:24:41.007228,0
5,2024-09-03,absence,12,vacation,35,m,Logistics,1,38091,2009-05-15 16:24:41.007228,0
5,2024-05-02,absence,3,sick,35,m,Logistics,1,38091,2009-05-15 16:24:41.007228,0
5,2024-09-11,absence,4,sick,35,m,Logistics,1,38091,2009-05-15 16:24:41.007228,0
6,2022-08-28,absence,11,vacation,32,m,HR,1,37179,2026-05-11 16:24:41.007228,1
6,2022-05-24,absence,6,vacation,32,m,HR,1,37179,2026-05-11 16:24:41.007228,1
6,2022-04-07,absence,2,vacation,32,m,HR,1,37179,2026-05-11 16:24:41.007228,1
6,2022-07-20,absence,11,vacation,32,m,HR,1,37179,2026-05-11 16:24:41.007228,1
6,2022-12-15,absence,2,sick,32,m,HR,1,37179,2026-05-11 16:24:41.007228,1
6,2022-09-16,absence,1,sick,32,m,HR,1,37179,2026-05-11 16:24:41.007228,1
6,2023-05-27,absence,12,vacation,32,m,HR,1,37179,2026-05-11 16:24:41.007228,1
6,2023-05-28,absence,6,vacation,32,m,HR,1,37179,2026-05-11 16:24:41.007228,1
6,2023-12-18,absence,1,vacation,32,m,HR,1,37179,2026-05-11 16:24:41.007228,1
6,2023-07-18,absence,11,vacation,32,m,HR,1,37179,2026-05-11 16:24:41.007228,1
6,2023-05-08,absence,1,sick,32,m,HR,1,37179,2026-05-11 16:24:41.007228,1
6,2023-02-08,absence,2,sick,32,m,HR,1,37179,2026-05-11 16:24:41.007228,1
6,2024-05-30,absence,13,vacation,32,m,HR,1,37179,2026-05-11 16:24:41.007228,1
6,2024-10-24,absence,5,vacation,32,m,HR,1,37179,2026-05-11 16:24:41.007228,1
6,2024-04-08,absence,1,vacation,32,m,HR,1,37179,2026-05-11 16:24:41.007228,1
6,2024-09-19,absence,11,vacation,32,m,HR,1,37179,2026-05-11 16:24:41.007228,1
6,2024-02-29,absence,2,sick,32,m,HR,1,37179,2026-05-11 16:24:41.007228,1
6,2024-01-02,absence,1,sick,32,m,HR,1,37179,2026-05-11 16:24:41.007228,1
6,2024-10-30,absence,4,sick,32,m,HR,1,37179,2026-05-11 16:24:41.007228,1
7,2022-08-21,absence,12,vacation,49,m,Logistics,1,39420,2025-05-11 16:24:41.007228,1
7,2022-04-09,absence,7,vacation,49,m,Logistics,1,39420,2025-05-11 16:24:41.007228,1
7,2022-05-27,absence,1,vacation,49,m,Logistics,1,39420,2025-05-11 16:24:41.007228,1
7,2022-10-31,absence,10,vacation,49,m,Logistics,1,39420,2025-05-11 16:24:41.007228,1
7,2022-03-16,absence,4,sick,49,m,Logistics,1,39420,2025-05-11 16:24:41.007228,1
7,2022-04-23,absence,1,sick,49,m,Logistics,1,39420,2025-05-11 16:24:41.007228,1
7,2022-04-14,absence,4,sick,49,m,Logistics,1,39420,2025-05-11 16:24:41.007228,1
7,2022-12-06,absence,1,sick,49,m,Logistics,1,39420,2025-05-11 16:24:41.007228,1
7,2023-12-15,absence,10,vacation,49,m,Logistics,1,39420,2025-05-11 16:24:41.007228,1
7,2023-12-04,absence,7,vacation,49,m,Logistics,1,39420,2025-05-11 16:24:41.007228,1
7,2023-07-13,absence,1,vacation,49,m,Logistics,1,39420,2025-05-11 16:24:41.007228,1
7,2023-11-06,absence,12,vacation,49,m,Logistics,1,39420,2025-05-11 16:24:41.007228,1
7,2023-06-18,absence,5,sick,49,m,Logistics,1,39420,2025-05-11 16:24:41.007228,1
7,2023-10-04,absence,3,other,49,m,Logistics,1,39420,2025-05-11 16:24:41.007228,1
7,2024-02-02,absence,12,vacation,49,m,Logistics,1,39420,2025-05-11 16:24:41.007228,1
7,2024-06-24,absence,5,vacation,49,m,Logistics,1,39420,2025-05-11 16:24:41.007228,1
7,2024-01-22,absence,2,vacation,49,m,Logistics,1,39420,2025-05-11 16:24:41.007228,1
7,2024-08-25,absence,11,vacation,49,m,Logistics,1,39420,2025-05-11 16:24:41.007228,1
7,2024-02-20,absence,5,sick,49,m,Logistics,1,39420,2025-05-11 16:24:41.007228,1
8,2022-04-07,absence,11,vacation,38,f,Logistics,1,37065,2026-05-11 16:24:41.007228,1
8,2022-10-11,absence,5,vacation,38,f,Logistics,1,37065,2026-05-11 16:24:41.007228,1
8,2022-11-13,absence,2,vacation,38,f,Logistics,1,37065,2026-05-11 16:24:41.007228,1
8,2022-10-31,absence,12,vacation,38,f,Logistics,1,37065,2026-05-11 16:24:41.007228,1
8,2022-07-11,absence,3,sick,38,f,Logistics,1,37065,2026-05-11 16:24:41.007228,1
8,2023-02-15,absence,13,vacation,38,f,Logistics,1,37065,2026-05-11 16:24:41.007228,1
8,2023-01-06,absence,6,vacation,38,f,Logistics,1,37065,2026-05-11 16:24:41.007228,1
8,2023-04-09,absence,1,vacation,38,f,Logistics,1,37065,2026-05-11 16:24:41.007228,1
8,2023-08-21,absence,10,vacation,38,f,Logistics,1,37065,2026-05-11 16:24:41.007228,1
8,2023-04-09,absence,5,sick,38,f,Logistics,1,37065,2026-05-11 16:24:41.007228,1
8,2023-07-07,absence,1,sick,38,f,Logistics,1,37065,2026-05-11 16:24:41.007228,1
8,2023-04-26,absence,5,sick,38,f,Logistics,1,37065,2026-05-11 16:24:41.007228,1
8,2023-07-10,absence,3,sick,38,f,Logistics,1,37065,2026-05-11 16:24:41.007228,1
8,2024-01-18,absence,10,vacation,38,f,Logistics,1,37065,2026-05-11 16:24:41.007228,1
8,2024-10-07,absence,7,vacation,38,f,Logistics,1,37065,2026-05-11 16:24:41.007228,1
8,2024-08-10,absence,2,vacation,38,f,Logistics,1,37065,2026-05-11 16:24:41.007228,1
8,2024-02-23,absence,11,vacation,38,f,Logistics,1,37065,2026-05-11 16:24:41.007228,1
8,2024-06-03,absence,2,sick,38,f,Logistics,1,37065,2026-05-11 16:24:41.007228,1
8,2024-09-29,absence,2,sick,38,f,Logistics,1,37065,2026-05-11 16:24:41.007228,1
8,2024-04-13,absence,3,sick,38,f,Logistics,1,37065,2026-05-11 16:24:41.007228,1
9,2022-01-26,absence,14,vacation,36,f,Logistics,2,39902,2026-05-11 16:24:41.007228,1
9,2022-12-21,absence,6,vacation,36,f,Logistics,2,39902,2026-05-11 16:24:41.007228,1
9,2022-11-02,absence,1,vacation,36,f,Logistics,2,39902,2026-05-11 16:24:41.007228,1
9,2022-01-13,absence,9,vacation,36,f,Logistics,2,39902,2026-05-11 16:24:41.007228,1
9,2022-11-09,absence,1,sick,36,f,Logistics,2,39902,2026-05-11 16:24:41.007228,1
9,2023-05-23,absence,13,vacation,36,f,Logistics,2,39902,2026-05-11 16:24:41.007228,1
9,2023-04-02,absence,7,vacation,36,f,Logistics,2,39902,2026-05-11 16:24:41.007228,1
9,2023-12-20,absence,1,vacation,36,f,Logistics,2,39902,2026-05-11 16:24:41.007228,1
9,2023-11-18,absence,9,vacation,36,f,Logistics,2,39902,2026-05-11 16:24:41.007228,1
9,2023-07-05,absence,3,sick,36,f,Logistics,2,39902,2026-05-11 16:24:41.007228,1
9,2023-03-04,absence,1,sick,36,f,Logistics,2,39902,2026-05-11 16:24:41.007228,1
9,2023-07-09,absence,1,sick,36,f,Logistics,2,39902,2026-05-11 16:24:41.007228,1
9,2024-09-27,absence,10,vacation,36,f,Logistics,2,39902,2026-05-11 16:24:41.007228,1
9,2024-02-23,absence,6,vacation,36,f,Logistics,2,39902,2026-05-11 16:24:41.007228,1
9,2024-04-10,absence,2,vacation,36,f,Logistics,2,39902,2026-05-11 16:24:41.007228,1
9,2024-09-20,absence,12,vacation,36,f,Logistics,2,39902,2026-05-11 16:24:41.007228,1
9,2024-07-14,absence,4,sick,36,f,Logistics,2,39902,2026-05-11 16:24:41.007228,1
9,2024-09-18,absence,1,sick,36,f,Logistics,2,39902,2026-05-11 16:24:41.007228,1
9,2024-12-30,absence,1,sick,36,f,Logistics,2,39902,2026-05-11 16:24:41.007228,1
9,2024-12-15,absence,1,sick,36,f,Logistics,2,39902,2026-05-11 16:24:41.007228,1
10,2022-05-04,absence,13,vacation,38,f,Sales,5,87402,2018-05-13 16:24:41.007228,0
10,2022-04-16,absence,5,vacation,38,f,Sales,5,87402,2018-05-13 16:24:41.007228,0
10,2022-06-07,absence,2,vacation,38,f,Sales,5,87402,2018-05-13 16:24:41.007228,0
10,2022-05-27,absence,10,vacation,38,f,Sales,5,87402,2018-05-13 16:24:41.007228,0
10,2022-02-27,absence,3,sick,38,f,Sales,5,87402,2018-05-13 16:24:41.007228,0
10,2022-12-12,absence,4,sick,38,f,Sales,5,87402,2018-05-13 16:24:41.007228,0
10,2023-02-27,absence,10,vacation,38,f,Sales,5,87402,2018-05-13 16:24:41.007228,0
10,2023-05-02,absence,5,vacation,38,f,Sales,5,87402,2018-05-13 16:24:41.007228,0
10,2023-01-01,absence,1,vacation,38,f,Sales,5,87402,2018-05-13 16:24:41.007228,0
10,2023-08-27,absence,14,vacation,38,f,Sales,5,87402,2018-05-13 16:24:41.007228,0
10,2023-04-28,absence,2,sick,38,f,Sales,5,87402,2018-05-13 16:24:41.007228,0
10,2023-02-17,absence,1,sick,38,f,Sales,5,87402,2018-05-13 16:24:41.007228,0
10,2024-07-10,absence,10,vacation,38,f,Sales,5,87402,2018-05-13 16:24:41.007228,0
10,2024-03-09,absence,5,vacation,38,f,Sales,5,87402,2018-05-13 16:24:41.007228,0
10,2024-10-04,absence,1,vacation,38,f,Sales,5,87402,2018-05-13 16:24:41.007228,0
10,2024-12-14,absence,14,vacation,38,f,Sales,5,87402,2018-05-13 16:24:41.007228,0
10,2024-06-02,absence,4,sick,38,f,Sales,5,87402,2018-05-13 16:24:41.007228,0
10,2024-05-23,absence,1,sick,38,f,Sales,5,87402,2018-05-13 16:24:41.007228,0
11,2022-03-10,absence,14,vacation,47,m,Sales,3,74039,2014-05-14 16:24:41.007228,1
11,2022-02-16,absence,6,vacation,47,m,Sales,3,74039,2014-05-14 16:24:41.007228,1
11,2022-04-04,absence,2,vacation,47,m,Sales,3,74039,2014-05-14 16:24:41.007228,1
11,2022-08-26,absence,8,vacation,47,m,Sales,3,74039,2014-05-14 16:24:41.007228,1
11,2022-04-10,absence,5,sick,47,m,Sales,3,74039,2014-05-14 16:24:41.007228,1
11,2022-10-16,absence,4,sick,47,m,Sales,3,74039,2014-05-14 16:24:41.007228,1
11,2022-09-11,absence,2,sick,47,m,Sales,3,74039,2014-05-14 16:24:41.007228,1
11,2022-08-10,absence,2,sick,47,m,Sales,3,74039,2014-05-14 16:24:41.007228,1
11,2022-12-23,absence,5,sick,47,m,Sales,3,74039,2014-05-14 16:24:41.007228,1
11,2022-01-23,absence,1,sick,47,m,Sales,3,74039,2014-05-14 16:24:41.007228,1
11,2022-09-07,absence,1,sick,47,m,Sales,3,74039,2014-05-14 16:24:41.007228,1
11,2023-09-07,absence,11,vacation,47,m,Sales,3,74039,2014-05-14 16:24:41.007228,1
11,2023-05-27,absence,7,vacation,47,m,Sales,3,74039,2014-05-14 16:24:41.007228,1
11,2023-04-06,absence,2,vacation,47,m,Sales,3,74039,2014-05-14 16:24:41.007228,1
11,2023-09-14,absence,10,vacation,47,m,Sales,3,74039,2014-05-14 16:24:41.007228,1
11,2023-01-04,absence,5,sick,47,m,Sales,3,74039,2014-05-14 16:24:41.007228,1
11,2024-06-08,absence,11,vacation,47,m,Sales,3,74039,2014-05-14 16:24:41.007228,1
11,2024-12-05,absence,5,vacation,47,m,Sales,3,74039,2014-05-14 16:24:41.007228,1
11,2024-05-31,absence,2,vacation,47,m,Sales,3,74039,2014-05-14 16:24:41.007228,1
11,2024-06-26,absence,12,vacation,47,m,Sales,3,74039,2014-05-14 16:24:41.007228,1
11,2024-04-10,absence,1,sick,47,m,Sales,3,74039,2014-05-14 16:24:41.007228,1
11,2024-09-24,absence,1,sick,47,m,Sales,3,74039,2014-05-14 16:24:41.007228,1
11,2024-11-18,absence,1,sick,47,m,Sales,3,74039,2014-05-14 16:24:41.007228,1
11,2024-03-05,absence,1,sick,47,m,Sales,3,74039,2014-05-14 16:24:41.007228,1
11,2024-06-16,absence,1,sick,47,m,Sales,3,74039,2014-05-14 16:24:41.007228,1
12,2022-09-10,absence,14,vacation,45,d,IT,3,33471,2026-05-11 16:24:41.007228,0
12,2022-08-30,absence,7,vacation,45,d,IT,3,33471,2026-05-11 16:24:41.007228,0
12,2022-02-04,absence,2,vacation,45,d,IT,3,33471,2026-05-11 16:24:41.007228,0
12,2022-08-03,absence,7,vacation,45,d,IT,3,33471,2026-05-11 16:24:41.007228,0
12,2022-09-21,absence,1,sick,45,d,IT,3,33471,2026-05-11 16:24:41.007228,0
12,2023-07-15,absence,11,vacation,45,d,IT,3,33471,2026-05-11 16:24:41.007228,0
12,2023-11-10,absence,7,vacation,45,d,IT,3,33471,2026-05-11 16:24:41.007228,0
12,2023-04-24,absence,1,vacation,45,d,IT,3,33471,2026-05-11 16:24:41.007228,0
12,2023-03-16,absence,11,vacation,45,d,IT,3,33471,2026-05-11 16:24:41.007228,0
12,2023-09-06,absence,4,sick,45,d,IT,3,33471,2026-05-11 16:24:41.007228,0
12,2023-06-13,absence,1,sick,45,d,IT,3,33471,2026-05-11 16:24:41.007228,0
12,2023-12-23,absence,5,sick,45,d,IT,3,33471,2026-05-11 16:24:41.007228,0
12,2024-02-05,absence,10,vacation,45,d,IT,3,33471,2026-05-11 16:24:41.007228,0
12,2024-04-05,absence,7,vacation,45,d,IT,3,33471,2026-05-11 16:24:41.007228,0
12,2024-05-31,absence,2,vacation,45,d,IT,3,33471,2026-05-11 16:24:41.007228,0
12,2024-05-30,absence,11,vacation,45,d,IT,3,33471,2026-05-11 16:24:41.007228,0
12,2024-01-13,absence,5,sick,45,d,IT,3,33471,2026-05-11 16:24:41.007228,0
12,2024-10-05,absence,4,sick,45,d,IT,3,33471,2026-05-11 16:24:41.007228,0
12,2024-08-04,absence,1,sick,45,d,IT,3,33471,2026-05-11 16:24:41.007228,0
12,2024-12-20,absence,3,sick,45,d,IT,3,33471,2026-05-11 16:24:41.007228,0
12,2024-12-26,absence,1,sick,45,d,IT,3,33471,2026-05-11 16:24:41.007228,0
13,2022-07-06,absence,13,vacation,56,f,IT,3,60071,2014-05-14 16:24:41.007228,1
13,2022-01-19,absence,5,vacation,56,f,IT,3,60071,2014-05-14 16:24:41.007228,1
13,2022-06-26,absence,2,vacation,56,f,IT,3,60071,2014-05-14 16:24:41.007228,1
13,2022-04-10,absence,10,vacation,56,f,IT,3,60071,2014-05-14 16:24:41.007228,1
13,2022-08-21,absence,1,sick,56,f,IT,3,60071,2014-05-14 16:24:41.007228,1
13,2023-02-21,absence,13,vacation,56,f,IT,3,60071,2014-05-14 16:24:41.007228,1
13,2023-12-05,absence,6,vacation,56,f,IT,3,60071,2014-05-14 16:24:41.007228,1
13,2023-05-24,absence,1,vacation,56,f,IT,3,60071,2014-05-14 16:24:41.007228,1
13,2023-03-10,absence,10,vacation,56,f,IT,3,60071,2014-05-14 16:24:41.007228,1
13,2023-02-22,absence,1,sick,56,f,IT,3,60071,2014-05-14 16:24:41.007228,1
13,2023-05-31,absence,2,sick,56,f,IT,3,60071,2014-05-14 16:24:41.007228,1
13,2024-08-10,absence,14,vacation,56,f,IT,3,60071,2014-05-14 16:24:41.007228,1
13,2024-05-01,absence,6,vacation,56,f,IT,3,60071,2014-05-14 16:24:41.007228,1
13,2024-05-12,absence,2,vacation,56,f,IT,3,60071,2014-05-14 16:24:41.007228,1
13,2024-06-11,absence,8,vacation,56,f,IT,3,60071,2014-05-14 16:24:41.007228,1
13,2024-03-16,absence,3,sick,56,f,IT,3,60071,2014-05-14 16:24:41.007228,1
13,2024-01-09,absence,3,sick,56,f,IT,3,60071,2014-05-14 16:24:41.007228,1
13,2024-03-14,absence,2,sick,56,f,IT,3,60071,2014-05-14 16:24:41.007228,1
13,2024-09-09,absence,1,sick,56,f,IT,3,60071,2014-05-14 16:24:41.007228,1
13,2024-08-17,absence,1,sick,56,f,IT,3,60071,2014-05-14 16:24:41.007228,1
14,2022-10-10,absence,11,vacation,45,m,Logistics,3,53668,2007-05-16 16:24:41.007228,1
14,2022-05-02,absence,5,vacation,45,m,Logistics,3,53668,2007-05-16 16:24:41.007228,1
14,2022-07-13,absence,2,vacation,45,m,Logistics,3,53668,2007-05-16 16:24:41.007228,1
14,2022-01-05,absence,12,vacation,45,m,Logistics,3,53668,2007-05-16 16:24:41.007228,1
14,2022-11-17,absence,3,sick,45,m,Logistics,3,53668,2007-05-16 16:24:41.007228,1
14,2022-12-08,absence,2,sick,45,m,Logistics,3,53668,2007-05-16 16:24:41.007228,1
14,2023-10-19,absence,10,vacation,45,m,Logistics,3,53668,2007-05-16 16:24:41.007228,1
14,2023-03-11,absence,5,vacation,45,m,Logistics,3,53668,2007-05-16 16:24:41.007228,1
14,2023-09-09,absence,2,vacation,45,m,Logistics,3,53668,2007-05-16 16:24:41.007228,1
14,2023-10-02,absence,13,vacation,45,m,Logistics,3,53668,2007-05-16 16:24:41.007228,1
14,2023-01-19,absence,3,sick,45,m,Logistics,3,53668,2007-05-16 16:24:41.007228,1
14,2023-02-08,absence,2,sick,45,m,Logistics,3,53668,2007-05-16 16:24:41.007228,1
14,2023-05-06,absence,2,sick,45,m,Logistics,3,53668,2007-05-16 16:24:41.007228,1
14,2023-08-08,absence,2,other,45,m,Logistics,3,53668,2007-05-16 16:24:41.007228,1
14,2024-12-26,absence,11,vacation,45,m,Logistics,3,53668,2007-05-16 16:24:41.007228,1
14,2024-01-01,absence,5,vacation,45,m,Logistics,3,53668,2007-05-16 16:24:41.007228,1
14,2024-12-13,absence,1,vacation,45,m,Logistics,3,53668,2007-05-16 16:24:41.007228,1
14,2024-07-08,absence,13,vacation,45,m,Logistics,3,53668,2007-05-16 16:24:41.007228,1
14,2024-11-07,absence,4,sick,45,m,Logistics,3,53668,2007-05-16 16:24:41.007228,1
14,2024-04-26,absence,1,sick,45,m,Logistics,3,53668,2007-05-16 16:24:41.007228,1
14,2024-06-08,absence,1,other,45,m,Logistics,3,53668,2007-05-16 16:24:41.007228,1
15,2022-03-21,absence,14,vacation,42,m,HR,2,69209,2005-05-16 16:24:41.007228,1
15,2022-08-01,absence,7,vacation,42,m,HR,2,69209,2005-05-16 16:24:41.007228,1
15,2022-07-22,absence,1,vacation,42,m,HR,2,69209,2005-05-16 16:24:41.007228,1
15,2022-09-09,absence,8,vacation,42,m,HR,2,69209,2005-05-16 16:24:41.007228,1
15,2022-08-15,absence,1,sick,42,m,HR,2,69209,2005-05-16 16:24:41.007228,1
15,2023-05-23,absence,10,vacation,42,m,HR,2,69209,2005-05-16 16:24:41.007228,1
15,2023-01-01,absence,5,vacation,42,m,HR,2,69209,2005-05-16 16:24:41.007228,1
15,2023-02-23,absence,2,vacation,42,m,HR,2,69209,2005-05-16 16:24:41.007228,1
